Reporting_Period,County,Facility_Name,Longitude ,Latitude,Number_of_Incarcerated_in_the_Facility,Total_Number_Tested,Total_Confirmed_Positive,Confirmed_at_Intake_(Optional),Confirmed_in_First_14 Days_(Optional),Confirmed_In_Custody_(Optional),Hospitalized,Estimated_Resolved,Deaths,Additional_Information_(Optional),Staff_Tested,Staff_Confirmed_Positive,Staff_Resolved,Additional_County_Information
07/10/21,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,"1,320",<11,0,U,U,U,U,U,0,,,,,
07/17/21,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,"1,321",<11,0,U,U,U,U,U,0,,,,,
07/24/21,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,"1,316",<11,<11,U,U,U,U,U,0,,,,,
07/31/21,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,"1,299",<11,<11,U,U,U,U,U,0,,,,,
08/07/21,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,"1,302",<11,<11,U,U,U,U,U,0,,,,,
08/14/21,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,"1,296",<11,<11,U,U,U,U,U,0,,,,,
08/21/21,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,"1,259",<11,<11,U,U,U,U,U,0,,,,,
08/28/21,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,"1,244",<11,<11,U,U,U,U,U,0,,,,,
09/04/21,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,"1,212",58,<11,U,U,U,U,U,0,,,,,
09/11/21,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,"1,177",11,<11,U,U,U,U,U,0,,,,,
09/18/21,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,"1,168",<11,0,U,U,U,U,U,0,,,,,
09/25/21,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,996,66,<11,U,U,U,U,U,0,,,,,
10/02/21,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,973,<11,0,U,U,U,U,U,0,,,,,
10/09/21,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,944,11,<11,U,U,U,U,U,0,,,,,
10/16/21,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,871,0,0,U,U,U,U,U,0,,,,,
10/23/21,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,810,<11,0,U,U,U,U,U,0,,,,,
10/30/21,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,834,64,0,U,U,U,U,U,0,,,,,
11/06/21,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,746,57,<11,U,U,U,U,U,0,,,,,
11/13/21,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,731,<11,0,U,U,U,U,U,0,,,,,
11/20/21,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,718,16,<11,U,U,U,U,U,0,,,,,
11/27/21,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,694,25,<11,U,U,U,U,U,0,,,,,
12/04/21,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,678,<11,0,U,U,U,U,U,0,,,,,
12/11/21,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,661,<11,<11,U,U,U,U,U,0,,,,,
12/18/21,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,661,<11,0,U,U,U,U,U,0,,,,,
12/25/21,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,631,<11,<11,U,U,U,U,U,U,,,,,
01/01/22,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,645,<11,<11,U,U,U,U,U,0,,,,,
01/08/22,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,633,<11,<11,U,U,U,U,U,0,,,,,
01/15/22,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,661,<11,<11,U,U,U,U,U,0,,,,,
01/22/22,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,634,<11,<11,U,U,U,U,U,0,,,,,
01/29/22,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,664,<11,0,U,U,U,U,U,0,,,,,
02/05/22,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,694,0,0,U,U,U,U,U,0,,,,,
02/12/22,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,727,0,0,U,U,U,U,U,0,,,,,
02/19/22,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,755,<11,<11,U,U,U,U,U,0,,,,,
02/26/22,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,751,<11,0,U,U,U,U,U,0,,,,,
03/05/22,Los Angeles,LA Pitchess South (No. Annex),34.46952589,-118.6033409,771,<11,0,U,U,U,U,U,0,,,,,
08/15/20,Los Angeles,LA Pitchness North Facility,34.46952589,-118.6033409,"1,151",<11,0,U,U,U,U,U,0,,,,,
07/25/20,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"2,830",U,<11,U,U,U,U,U,0,*Inmate Deaths - Number reported denotes COVID 19 positive at time of death,,,,
08/01/20,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"2,854",U,<11,U,U,U,U,U,0,,,,,
08/08/20,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"2,905",46,12,U,U,U,U,U,0,,,,,
08/15/20,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"2,975",47,<11,U,U,U,U,U,0,,,,,
08/22/20,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"2,947",58,<11,U,U,U,U,U,0,,,,,
08/29/20,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"3,018",75,<11,U,U,U,U,U,0,,,,,
09/05/20,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"3,031",69,<11,U,U,U,U,U,0,,,,,
09/12/20,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"3,083",66,<11,U,U,U,U,U,0,,,,,
09/19/20,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"3,119",65,<11,U,U,U,U,U,0,,,,,
09/26/20,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"3,165",71,<11,U,U,U,U,U,0,,,,,
10/03/20,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"3,188",176,17,U,U,U,U,U,0,,,,,
10/10/20,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"3,195",89,<11,U,U,U,U,U,0,,,,,
10/17/20,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"3,202",174,13,U,U,U,U,U,0,,,,,
10/24/20,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"3,211",87,<11,U,U,U,U,U,0,,,,,
10/31/20,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"3,150",90,<11,U,U,U,U,U,0,,,,,
11/07/20,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"3,189",130,<11,U,U,U,U,U,0,,,,,
11/14/20,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"3,184",91,<11,U,U,U,U,U,0,,,,,
11/21/20,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"3,182",89,<11,U,U,U,U,U,0,,,,,
11/28/20,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"3,208",81,<11,U,U,U,U,U,0,,,,,
12/05/20,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"3,224",109,<11,U,U,U,U,U,0,,,,,
12/12/20,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"3,226",145,22,U,U,U,U,U,0,,,,,
12/19/20,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"3,171",184,31,U,U,U,U,U,0,,,,,
12/26/20,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"3,131",107,21,U,U,U,U,U,0,,,,,
01/02/21,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"3,144",53,17,U,U,U,U,U,0,,,,,
01/09/21,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"3,140",86,12,U,U,U,U,U,0,,,,,
01/16/21,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"3,088",125,16,U,U,U,U,U,<11,,,,,
01/23/21,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"3,076",81,<11,U,U,U,U,U,0,,,,,
01/30/21,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"3,083",109,<11,U,U,U,U,U,0,,,,,
02/06/21,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"3,090",81,<11,U,U,U,U,U,0,,,,,
02/13/21,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"3,134",102,<11,U,U,U,U,U,0,,,,,
02/20/21,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"3,147",75,0,U,U,U,U,U,0,,,,,
02/27/21,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"3,157",66,<11,U,U,U,U,U,0,,,,,
03/06/21,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"3,176",168,<11,U,U,U,U,U,0,,,,,
03/13/21,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"3,200",152,<11,U,U,U,U,U,0,,,,,
03/20/21,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"3,186",107,0,U,U,U,U,U,0,,,,,
03/27/21,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"3,155",109,<11,U,U,U,U,U,0,,,,,
04/03/21,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"3,134",88,<11,U,U,U,U,U,0,,,,,
04/10/21,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"3,154",109,<11,U,U,U,U,U,0,,,,,
04/17/21,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"3,156",112,0,U,U,U,U,U,0,,,,,
04/24/21,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"3,168",156,<11,U,U,U,U,U,0,,,,,
05/01/21,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"3,103",128,<11,U,U,U,U,U,0,,,,,
05/08/21,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"3,125",79,<11,U,U,U,U,U,0,,,,,
05/15/21,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"2,990",110,0,U,U,U,U,U,0,,,,,
05/22/21,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"2,958",115,0,U,U,U,U,U,0,,,,,
05/29/21,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"2,979",130,0,U,U,U,U,U,0,,,,,
06/05/21,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"3,010",92,0,U,U,U,U,U,0,,,,,
06/12/21,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"2,952",80,<11,U,U,U,U,U,0,,,,,
06/19/21,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"2,971",51,<11,U,U,U,U,U,0,,,,,
06/26/21,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"3,056",90,<11,U,U,U,U,U,0,,,,,
07/03/21,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"3,021",51,<11,U,U,U,U,U,0,,,,,
07/10/21,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"3,029",102,0,U,U,U,U,U,0,,,,,
07/17/21,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"3,043",66,<11,U,U,U,U,U,0,,,,,
07/24/21,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"3,064",47,<11,U,U,U,U,U,0,,,,,
07/31/21,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"3,073",64,15,U,U,U,U,U,0,,,,,
08/07/21,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"3,116",93,13,U,U,U,U,U,0,,,,,
08/14/21,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"3,164",53,17,U,U,U,U,U,0,,,,,
08/21/21,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"3,068",73,16,U,U,U,U,U,0,,,,,
08/28/21,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"3,139",52,12,U,U,U,U,U,0,,,,,
09/04/21,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"3,129",32,<11,U,U,U,U,U,0,,,,,
09/11/21,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"3,083",33,<11,U,U,U,U,U,0,,,,,
09/18/21,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"3,191",49,<11,U,U,U,U,U,0,,,,,
09/25/21,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"3,165",44,<11,U,U,U,U,U,0,,,,,
10/02/21,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"3,042",90,11,U,U,U,U,U,0,,,,,
10/09/21,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"3,021",109,<11,U,U,U,U,U,0,,,,,
10/16/21,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"2,987",119,<11,U,U,U,U,U,0,,,,,
10/23/21,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"2,930",77,<11,U,U,U,U,U,0,,,,,
10/30/21,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"2,906",145,<11,U,U,U,U,U,0,,,,,
11/06/21,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"2,926",127,<11,U,U,U,U,U,0,,,,,
11/13/21,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"2,887",98,<11,U,U,U,U,U,0,,,,,
11/20/21,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"2,856",99,15,U,U,U,U,U,0,,,,,
11/27/21,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"2,901",55,11,U,U,U,U,U,0,,,,,
12/04/21,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"2,866",120,31,U,U,U,U,U,0,,,,,
12/11/21,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"2,840",81,13,U,U,U,U,U,0,,,,,
12/18/21,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"2,842",94,<11,U,U,U,U,U,0,,,,,
12/25/21,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"2,877",71,<11,U,U,U,U,U,U,,,,,
01/01/22,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"2,844",61,<11,U,U,U,U,U,0,,,,,
01/08/22,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"2,875",76,13,U,U,U,U,U,0,,,,,
01/15/22,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"2,955",62,33,U,U,U,U,U,0,,,,,
01/22/22,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"2,988",61,34,U,U,U,U,U,0,,,,,
01/29/22,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"2,938",49,18,U,U,U,U,U,0,,,,,
02/05/22,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"2,912",70,15,U,U,U,U,U,0,,,,,
02/12/22,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"2,879",91,<11,U,U,U,U,U,<11,,,,,
02/19/22,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"2,865",63,0,U,U,U,U,U,0,,,,,
02/26/22,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"2,903",62,<11,U,U,U,U,U,0,,,,,
03/05/22,Los Angeles,LA Twin Towers Corr. Facility,34.05938079,-118.2299698,"2,904",68,<11,U,U,U,U,U,U,,,,,
07/25/20,Los Angeles,,,,,,,,,,,,,,U,<11,U,
08/01/20,Los Angeles,,,,,,,,,,,,,,U,<11,U,
08/08/20,Los Angeles,,,,,,,,,,,,,,<11,<11,U,
08/15/20,Los Angeles,,,,,,,,,,,,,,17,<11,U,
08/22/20,Los Angeles,,,,,,,,,,,,,,14,<11,U,
08/29/20,Los Angeles,,,,,,,,,,,,,,23,<11,U,
09/05/20,Los Angeles,,,,,,,,,,,,,,20,<11,U,
09/12/20,Los Angeles,,,,,,,,,,,,,,16,<11,U,
09/19/20,Los Angeles,,,,,,,,,,,,,,18,11,U,
09/26/20,Los Angeles,,,,,,,,,,,,,,25,<11,U,
10/03/20,Los Angeles,,,,,,,,,,,,,,40,22,U,
10/10/20,Los Angeles,,,,,,,,,,,,,,21,13,U,
10/17/20,Los Angeles,,,,,,,,,,,,,,20,<11,U,
10/24/20,Los Angeles,,,,,,,,,,,,,,18,13,U,
10/31/20,Los Angeles,,,,,,,,,,,,,,17,11,U,
11/07/20,Los Angeles,,,,,,,,,,,,,,<11,<11,U,
11/14/20,Los Angeles,,,,,,,,,,,,,,22,15,U,
11/21/20,Los Angeles,,,,,,,,,,,,,,51,22,U,
11/28/20,Los Angeles,,,,,,,,,,,,,,46,21,U,
12/05/20,Los Angeles,,,,,,,,,,,,,,78,29,U,
12/12/20,Los Angeles,,,,,,,,,,,,,,211,75,U,
12/19/20,Los Angeles,,,,,,,,,,,,,,171,134,U,
12/26/20,Los Angeles,,,,,,,,,,,,,,122,85,U,
01/02/21,Los Angeles,,,,,,,,,,,,,,133,89,U,
01/09/21,Los Angeles,,,,,,,,,,,,,,94,62,U,
01/16/21,Los Angeles,,,,,,,,,,,,,,<11,18,U,
01/23/21,Los Angeles,,,,,,,,,,,,,,42,30,U,
01/30/21,Los Angeles,,,,,,,,,,,,,,38,27,U,
02/06/21,Los Angeles,,,,,,,,,,,,,,22,19,U,
02/13/21,Los Angeles,,,,,,,,,,,,,,<11,<11,U,
02/20/21,Los Angeles,,,,,,,,,,,,,,<11,<11,U,
02/27/21,Los Angeles,,,,,,,,,,,,,,13,<11,U,
03/06/21,Los Angeles,,,,,,,,,,,,,,<11,<11,U,
03/13/21,Los Angeles,,,,,,,,,,,,,,<11,<11,U,
03/20/21,Los Angeles,,,,,,,,,,,,,,<11,<11,U,
03/27/21,Los Angeles,,,,,,,,,,,,,,<11,<11,U,
04/03/21,Los Angeles,,,,,,,,,,,,,,12,<11,U,
04/10/21,Los Angeles,,,,,,,,,,,,,,0,0,U,
04/17/21,Los Angeles,,,,,,,,,,,,,,<11,<11,U,
04/24/21,Los Angeles,,,,,,,,,,,,,,<11,<11,U,
05/01/21,Los Angeles,,,,,,,,,,,,,,<11,<11,U,
05/08/21,Los Angeles,,,,,,,,,,,,,,<11,<11,U,
05/15/21,Los Angeles,,,,,,,,,,,,,,<11,<11,U,
05/22/21,Los Angeles,,,,,,,,,,,,,,<11,<11,U,
05/29/21,Los Angeles,,,,,,,,,,,,,,<11,0,U,
06/05/21,Los Angeles,,,,,,,,,,,,,,0,0,U,
06/12/21,Los Angeles,,,,,,,,,,,,,,0,0,U,
06/19/21,Los Angeles,,,,,,,,,,,,,,<11,0,U,
06/26/21,Los Angeles,,,,,,,,,,,,,,<11,0,U,
07/03/21,Los Angeles,,,,,,,,,,,,,,<11,<11,U,
07/10/21,Los Angeles,,,,,,,,,,,,,,<11,<11,U,
07/17/21,Los Angeles,,,,,,,,,,,,,,11,<11,U,
07/24/21,Los Angeles,,,,,,,,,,,,,,13,<11,U,
07/31/21,Los Angeles,,,,,,,,,,,,,,16,<11,U,
08/07/21,Los Angeles,,,,,,,,,,,,,,33,17,U,
08/14/21,Los Angeles,,,,,,,,,,,,,,25,17,U,
08/21/21,Los Angeles,,,,,,,,,,,,,,46,29,U,
08/28/21,Los Angeles,,,,,,,,,,,,,,56,20,U,
09/04/21,Los Angeles,,,,,,,,,,,,,,23,12,U,
09/11/21,Los Angeles,,,,,,,,,,,,,,17,12,U,
09/18/21,Los Angeles,,,,,,,,,,,,,,12,<11,U,
09/25/21,Los Angeles,,,,,,,,,,,,,,<11,<11,U,
10/02/21,Los Angeles,,,,,,,,,,,,,,<11,<11,U,
10/09/21,Los Angeles,,,,,,,,,,,,,,<11,<11,U,
10/16/21,Los Angeles,,,,,,,,,,,,,,<11,<11,U,
10/23/21,Los Angeles,,,,,,,,,,,,,,<11,<11,U,
10/30/21,Los Angeles,,,,,,,,,,,,,,<11,<11,U,
11/06/21,Los Angeles,,,,,,,,,,,,,,U,<11,U,
11/13/21,Los Angeles,,,,,,,,,,,,,,U,<11,U,
11/20/21,Los Angeles,,,,,,,,,,,,,,U,<11,U,
11/27/21,Los Angeles,,,,,,,,,,,,,,U,11,U,
12/04/21,Los Angeles,,,,,,,,,,,,,,U,<11,U,
12/11/21,Los Angeles,,,,,,,,,,,,,,U,<11,U,
12/18/21,Los Angeles,,,,,,,,,,,,,,<11,<11,U,
12/25/21,Los Angeles,,,,,,,,,,,,,,U,17,U,
01/01/22,Los Angeles,,,,,,,,,,,,,,U,67,U,
01/08/22,Los Angeles,,,,,,,,,,,,,,U,82,U,
01/15/22,Los Angeles,,,,,,,,,,,,,,U,98,U,
01/22/22,Los Angeles,,,,,,,,,,,,,,U,77,U,
01/29/22,Los Angeles,,,,,,,,,,,,,,U,34,U,
02/05/22,Los Angeles,,,,,,,,,,,,,,U,23,U,
02/12/22,Los Angeles,,,,,,,,,,,,,,U,13,U,
02/19/22,Los Angeles,,,,,,,,,,,,,,U,<11,U,
02/26/22,Los Angeles,,,,,,,,,,,,,,U,<11,U,
03/05/22,Los Angeles,,,,,,,,,,,,,,U,<11,U,